"Time_ms";"MsgProc";"StateAfter";"MsgClass";"MsgNumber";"Var1";"Var2";"Var3";"Var4";"Var5";"Var6";"Var7";"Var8";"TimeString";"MsgText";"PLC"
44358837058,2523;2;1;1;30;;;;;;;;;"11.06.2021 20:05:22";"Storing Failsafe ingangskaart 152P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal"
44358837058,2523;2;1;1;31;;;;;;;;;"11.06.2021 20:05:22";"Storing Failsafe uitgangskaart 164P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal"
44358837058,2523;2;1;1;17;;;;;;;;;"11.06.2021 20:05:22";"Beveiliging windmeter (Q14) aangesproken";"HMI_Connection_HN_Lokaal"
44358837058,2523;2;1;1;2;;;;;;;;;"11.06.2021 20:05:22";"Veiligheids-PLC opnieuw opgestart (net terugkomst)";"HMI_Connection_HN_Lokaal"
44358837058,2523;2;1;1;146;;;;;;;;;"11.06.2021 20:05:22";"Rem Diag_WS";"HMI_Connection_HN_Lokaal"
44358837058,2523;2;1;1;150;;;;;;;;;"11.06.2021 20:05:22";"Rem Diag_Relais";"HMI_Connection_HN_Lokaal"
44358837058,2523;2;1;1;203;;;;;;;;;"11.06.2021 20:05:22";"Bedieningsleutel (Bsl) uitgeschakeld";"HMI_Connection_HN_Lokaal"
44358837058,2523;2;1;1;181;;;;;;;;;"11.06.2021 20:05:22";"SVS (2) Diag_UitRood";"HMI_Connection_HN_Lokaal"
44358837058,2523;2;1;1;175;;;;;;;;;"11.06.2021 20:05:22";"SVS (1) Diag_UitRood";"HMI_Connection_HN_Lokaal"
44358837058,2523;2;1;1;68;;;;;;;;;"11.06.2021 20:05:22";"Sleutelschakelaar bediening in (Bsl) ongelijke werking contacten";"HMI_Connection_HN_Lokaal"
44358837058,2523;2;1;1;73;;;;;;;;;"11.06.2021 20:05:22";"ModeSel Diag_GeenAlgemeneVrijgave";"HMI_Connection_HN_Lokaal"
44358837058,2523;2;1;1;62;;;;;;;;;"11.06.2021 20:05:22";"Keuzeschakelaar (Sap) Diag_Multischakelaar";"HMI_Connection_HN_Lokaal"
44358837058,2523;2;1;1;66;;;;;;;;;"11.06.2021 20:05:22";"Sleutelschakelaar stuurstroom in (Ssl) ongelijke werking contacten";"HMI_Connection_HN_Lokaal"
44358837058,2639;2;1;1;107;;;;;;;;;"11.06.2021 20:05:22";"Grendel inr. Diag_RelaisTerugtrekken";"HMI_Connection_HN_Lokaal"
44358837058,2639;2;1;1;108;;;;;;;;;"11.06.2021 20:05:22";"Grendel inr. Diag_RelaisUitsteken";"HMI_Connection_HN_Lokaal"
44358837058,2639;2;1;1;103;;;;;;;;;"11.06.2021 20:05:22";"Grendel inr. Diag_WS";"HMI_Connection_HN_Lokaal"
44358837058,2639;2;1;1;92;;;;;;;;;"11.06.2021 20:05:22";"Kontrole inr. Diag_RelaisTerugtrekken";"HMI_Connection_HN_Lokaal"
44358837058,2639;2;1;1;93;;;;;;;;;"11.06.2021 20:05:22";"Kontrole inr. Diag_RelaisUitsteken";"HMI_Connection_HN_Lokaal"
44358837058,2639;2;1;1;88;;;;;;;;;"11.06.2021 20:05:22";"Kontrole inr. Diag_WS";"HMI_Connection_HN_Lokaal"
44358837058,2639;2;1;1;52;;;;;;;;;"11.06.2021 20:05:22";"Noodstop ingedrukt op afstand brugpost paneel (Dnst3)";"HMI_Connection_HN_Lokaal"
44358837058,2639;2;1;1;53;;;;;;;;;"11.06.2021 20:05:22";"Ongelijke werking contacten noodstop afstand brugpost (Dnst3)";"HMI_Connection_HN_Lokaal"
44358837058,2639;2;1;1;54;;;;;;;;;"11.06.2021 20:05:22";"Noodstop ingedrukt op plaatselijk noodbediening paneel (Dnst4)";"HMI_Connection_HN_Lokaal"
44358837058,2639;2;1;1;55;;;;;;;;;"11.06.2021 20:05:22";"Ongelijke werking contacten noodstop plaatselijk noodbediening (Dnst4)";"HMI_Connection_HN_Lokaal"
44358837058,2639;2;1;1;56;;;;;;;;;"11.06.2021 20:05:22";"Relais hoofdstroom in (Smhs)";"HMI_Connection_HN_Lokaal"
44358837058,2639;2;1;1;57;;;;;;;;;"11.06.2021 20:05:22";"Hoofdstroom hoofbedrijf inschakelen niet mogelijk (Smhsn)";"HMI_Connection_HN_Lokaal"
44358837058,2639;2;1;1;58;;;;;;;;;"11.06.2021 20:05:22";"Hoofdstroom hoofbedrijf inschakelen niet mogelijk (Sekno)";"HMI_Connection_HN_Lokaal"
44358837058,2639;2;1;1;44;;;;;;;;;"11.06.2021 20:05:22";"Noodstop ingedrukt op plaatselijk SvS paneel (Dnst1)";"HMI_Connection_HN_Lokaal"
44358837058,2639;2;1;1;45;;;;;;;;;"11.06.2021 20:05:22";"Ongelijke werking contacten noodstop plaatselijk SvS (Dnst1)";"HMI_Connection_HN_Lokaal"
44358837058,2639;2;1;1;47;;;;;;;;;"11.06.2021 20:05:22";"Ongelijke werking contacten noodstop SvS bedraad (Dnst2-1)";"HMI_Connection_HN_Lokaal"
44358837058,2639;2;1;1;49;;;;;;;;;"11.06.2021 20:05:22";"Ongelijke werking contacten noodstop SvS bedraad (Dnst2-2)";"HMI_Connection_HN_Lokaal"
44358837058,2639;2;1;1;51;;;;;;;;;"11.06.2021 20:05:22";"Ongelijke werking contacten noodstop SvS bedraad (Dnst2-3)";"HMI_Connection_HN_Lokaal"
44358837058,2639;2;1;1;139;;;;;;;;;"11.06.2021 20:05:22";"Bew.werk FO Diag_Relais STO";"HMI_Connection_HN_Lokaal"
44358837058,2639;2;1;1;138;;;;;;;;;"11.06.2021 20:05:22";"Bew.werk FO Diag_Hoofdrelais";"HMI_Connection_HN_Lokaal"
44358837058,2639;2;1;1;187;;;;;;;;;"11.06.2021 20:05:22";"SVS (3) Diag_UitRood";"HMI_Connection_HN_Lokaal"
44358837058,2639;2;1;1;128;;;;;;;;;"11.06.2021 20:05:22";"Bew.werk Diag_Volgordefout";"HMI_Connection_HN_Lokaal"
44358837058,2639;2;1;1;156;;;;;;;;;"11.06.2021 20:05:22";"Encoder Diag_Enc_Fout";"HMI_Connection_HN_Lokaal"
44358837058,2639;2;1;1;157;;;;;;;;;"11.06.2021 20:05:22";"Encoder Diag_Enc_DraaitNiet";"HMI_Connection_HN_Lokaal"
44358837058,2639;2;1;1;158;;;;;;;;;"11.06.2021 20:05:22";"Encoder Diag_Enc_Draairichting";"HMI_Connection_HN_Lokaal"
44358837069,8148;2;0;1;25;;;;;;;;;"11.06.2021 20:05:23";"Storing Failsafe ingangskaart 132P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal"
44358837069,8148;2;0;1;26;;;;;;;;;"11.06.2021 20:05:23";"Storing Failsafe ingangskaart 136P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal"
44358837069,8148;2;0;1;27;;;;;;;;;"11.06.2021 20:05:23";"Storing Failsafe ingangskaart 140P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal"
44358837069,8148;2;0;1;28;;;;;;;;;"11.06.2021 20:05:23";"Storing Failsafe ingangskaart 144P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal"
44358837069,8148;2;0;1;29;;;;;;;;;"11.06.2021 20:05:23";"Storing Failsafe ingangskaart 148P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal"
44358837069,8148;2;0;1;30;;;;;;;;;"11.06.2021 20:05:23";"Storing Failsafe ingangskaart 152P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal"
44358837069,8148;2;0;1;31;;;;;;;;;"11.06.2021 20:05:23";"Storing Failsafe uitgangskaart 164P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal"
44358837069,8148;2;0;1;17;;;;;;;;;"11.06.2021 20:05:23";"Beveiliging windmeter (Q14) aangesproken";"HMI_Connection_HN_Lokaal"
44358837069,8148;2;0;1;203;;;;;;;;;"11.06.2021 20:05:23";"Bedieningsleutel (Bsl) uitgeschakeld";"HMI_Connection_HN_Lokaal"
44358837069,8148;2;0;1;68;;;;;;;;;"11.06.2021 20:05:23";"Sleutelschakelaar bediening in (Bsl) ongelijke werking contacten";"HMI_Connection_HN_Lokaal"
44358837069,8148;2;0;1;73;;;;;;;;;"11.06.2021 20:05:23";"ModeSel Diag_GeenAlgemeneVrijgave";"HMI_Connection_HN_Lokaal"
44358837069,8148;2;0;1;62;;;;;;;;;"11.06.2021 20:05:23";"Keuzeschakelaar (Sap) Diag_Multischakelaar";"HMI_Connection_HN_Lokaal"
44358837069,8148;2;0;1;66;;;;;;;;;"11.06.2021 20:05:23";"Sleutelschakelaar stuurstroom in (Ssl) ongelijke werking contacten";"HMI_Connection_HN_Lokaal"
44358837069,8264;2;0;1;52;;;;;;;;;"11.06.2021 20:05:23";"Noodstop ingedrukt op afstand brugpost paneel (Dnst3)";"HMI_Connection_HN_Lokaal"
44358837069,8264;2;0;1;53;;;;;;;;;"11.06.2021 20:05:23";"Ongelijke werking contacten noodstop afstand brugpost (Dnst3)";"HMI_Connection_HN_Lokaal"
44358837069,8264;2;0;1;54;;;;;;;;;"11.06.2021 20:05:23";"Noodstop ingedrukt op plaatselijk noodbediening paneel (Dnst4)";"HMI_Connection_HN_Lokaal"
44358837069,8264;2;0;1;55;;;;;;;;;"11.06.2021 20:05:23";"Ongelijke werking contacten noodstop plaatselijk noodbediening (Dnst4)";"HMI_Connection_HN_Lokaal"
44358837069,8264;2;0;1;57;;;;;;;;;"11.06.2021 20:05:23";"Hoofdstroom hoofbedrijf inschakelen niet mogelijk (Smhsn)";"HMI_Connection_HN_Lokaal"
44358837069,8264;2;0;1;58;;;;;;;;;"11.06.2021 20:05:23";"Hoofdstroom hoofbedrijf inschakelen niet mogelijk (Sekno)";"HMI_Connection_HN_Lokaal"
44358837069,8264;2;0;1;44;;;;;;;;;"11.06.2021 20:05:23";"Noodstop ingedrukt op plaatselijk SvS paneel (Dnst1)";"HMI_Connection_HN_Lokaal"
44358837069,8264;2;0;1;45;;;;;;;;;"11.06.2021 20:05:23";"Ongelijke werking contacten noodstop plaatselijk SvS (Dnst1)";"HMI_Connection_HN_Lokaal"
44358837069,8264;2;0;1;47;;;;;;;;;"11.06.2021 20:05:23";"Ongelijke werking contacten noodstop SvS bedraad (Dnst2-1)";"HMI_Connection_HN_Lokaal"
44358837069,8264;2;0;1;49;;;;;;;;;"11.06.2021 20:05:23";"Ongelijke werking contacten noodstop SvS bedraad (Dnst2-2)";"HMI_Connection_HN_Lokaal"
44358837069,8264;2;0;1;51;;;;;;;;;"11.06.2021 20:05:23";"Ongelijke werking contacten noodstop SvS bedraad (Dnst2-3)";"HMI_Connection_HN_Lokaal"
44358837069,8264;2;1;1;159;;;;;;;;;"11.06.2021 20:05:23";"Encoder Diag_Enc_Verschoven";"HMI_Connection_HN_Lokaal"
44358837081,3657;2;0;1;128;;;;;;;;;"11.06.2021 20:05:24";"Bew.werk Diag_Volgordefout";"HMI_Connection_HN_Lokaal"
44358837081,3773;2;0;1;157;;;;;;;;;"11.06.2021 20:05:24";"Encoder Diag_Enc_DraaitNiet";"HMI_Connection_HN_Lokaal"
44358837081,3773;2;0;1;158;;;;;;;;;"11.06.2021 20:05:24";"Encoder Diag_Enc_Draairichting";"HMI_Connection_HN_Lokaal"
44358837590,7639;2;0;1;193;;;;;;;;;"11.06.2021 20:06:08";"SVS (4) Diag_UitRood";"HMI_Connection_HN_Lokaal"
44358837590,7639;2;0;1;2;;;;;;;;;"11.06.2021 20:06:08";"Veiligheids-PLC opnieuw opgestart (net terugkomst)";"HMI_Connection_HN_Lokaal"
44358837590,7639;2;0;1;146;;;;;;;;;"11.06.2021 20:06:08";"Rem Diag_WS";"HMI_Connection_HN_Lokaal"
44358837590,7639;2;0;1;150;;;;;;;;;"11.06.2021 20:06:08";"Rem Diag_Relais";"HMI_Connection_HN_Lokaal"
44358837590,7639;2;0;1;181;;;;;;;;;"11.06.2021 20:06:08";"SVS (2) Diag_UitRood";"HMI_Connection_HN_Lokaal"
44358837590,7639;2;0;1;175;;;;;;;;;"11.06.2021 20:06:08";"SVS (1) Diag_UitRood";"HMI_Connection_HN_Lokaal"
44358837590,7755;2;0;1;107;;;;;;;;;"11.06.2021 20:06:08";"Grendel inr. Diag_RelaisTerugtrekken";"HMI_Connection_HN_Lokaal"
44358837590,7755;2;0;1;108;;;;;;;;;"11.06.2021 20:06:08";"Grendel inr. Diag_RelaisUitsteken";"HMI_Connection_HN_Lokaal"
44358837590,7755;2;0;1;103;;;;;;;;;"11.06.2021 20:06:08";"Grendel inr. Diag_WS";"HMI_Connection_HN_Lokaal"
44358837590,7755;2;0;1;92;;;;;;;;;"11.06.2021 20:06:08";"Kontrole inr. Diag_RelaisTerugtrekken";"HMI_Connection_HN_Lokaal"
44358837590,7755;2;0;1;93;;;;;;;;;"11.06.2021 20:06:08";"Kontrole inr. Diag_RelaisUitsteken";"HMI_Connection_HN_Lokaal"
44358837590,7755;2;0;1;88;;;;;;;;;"11.06.2021 20:06:08";"Kontrole inr. Diag_WS";"HMI_Connection_HN_Lokaal"
44358837590,7755;2;0;1;56;;;;;;;;;"11.06.2021 20:06:08";"Relais hoofdstroom in (Smhs)";"HMI_Connection_HN_Lokaal"
44358837590,7755;2;0;1;139;;;;;;;;;"11.06.2021 20:06:08";"Bew.werk FO Diag_Relais STO";"HMI_Connection_HN_Lokaal"
