"Time_ms";"MsgProc";"StateAfter";"MsgClass";"MsgNumber";"Var1";"Var2";"Var3";"Var4";"Var5";"Var6";"Var7";"Var8";"TimeString";"MsgText";"PLC"
44396690133,0208;2;0;1;170;;;;;;;;;"19.07.2021 16:33:47";"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal"
44397361193,9931;2;6;1;170;;;;;;;;;"20.07.2021 08:40:07";"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal"
44403130210,7755;2;1;1;74;;;;;;;;;"26.07.2021 03:07:30";"ModeSel Diag_GeenVrijgaveBedienmode plaatselijk SvS";"HMI_Connection_HN_Lokaal"
44403156578,8542;2;0;1;74;;;;;;;;;"26.07.2021 03:45:28";"ModeSel Diag_GeenVrijgaveBedienmode plaatselijk SvS";"HMI_Connection_HN_Lokaal"
44403165757,2338;2;6;1;74;;;;;;;;;"26.07.2021 03:58:41";"ModeSel Diag_GeenVrijgaveBedienmode plaatselijk SvS";"HMI_Connection_HN_Lokaal"
44403166899,9653;2;1;1;75;;;;;;;;;"26.07.2021 04:00:20";"ModeSel Diag_GeenVrijgaveBedienmode SvS bedraad";"HMI_Connection_HN_Lokaal"
44403166899,9653;2;1;1;50;;;;;;;;;"26.07.2021 04:00:20";"Noodstop ingedrukt op SvS bedraad (Bewegingswerk) (Dnst2-3)";"HMI_Connection_HN_Lokaal"
44403167536,6319;2;0;1;75;;;;;;;;;"26.07.2021 04:01:15";"ModeSel Diag_GeenVrijgaveBedienmode SvS bedraad";"HMI_Connection_HN_Lokaal"
44403167536,6319;2;0;1;50;;;;;;;;;"26.07.2021 04:01:15";"Noodstop ingedrukt op SvS bedraad (Bewegingswerk) (Dnst2-3)";"HMI_Connection_HN_Lokaal"
44403172436,2616;2;1;1;75;;;;;;;;;"26.07.2021 04:08:18";"ModeSel Diag_GeenVrijgaveBedienmode SvS bedraad";"HMI_Connection_HN_Lokaal"
44403172436,2616;2;1;1;48;;;;;;;;;"26.07.2021 04:08:18";"Noodstop ingedrukt op SvS bedraad (Grendel-inr.) (Dnst2-2)";"HMI_Connection_HN_Lokaal"
44403172748,7963;2;0;1;75;;;;;;;;;"26.07.2021 04:08:45";"ModeSel Diag_GeenVrijgaveBedienmode SvS bedraad";"HMI_Connection_HN_Lokaal"
44403172748,7963;2;0;1;48;;;;;;;;;"26.07.2021 04:08:45";"Noodstop ingedrukt op SvS bedraad (Grendel-inr.) (Dnst2-2)";"HMI_Connection_HN_Lokaal"
44403175063,9583;2;1;1;205;;;;;;;;;"26.07.2021 04:12:06";"Ssl actief, geen vrijgave";"HMI_Connection_HN_Lokaal"
44403175063,9583;2;1;1;76;;;;;;;;;"26.07.2021 04:12:06";"ModeSel Diag_GeenVrijgaveBedienmode afstand brugpost";"HMI_Connection_HN_Lokaal"
44403175087,1181;2;0;1;205;;;;;;;;;"26.07.2021 04:12:08";"Ssl actief, geen vrijgave";"HMI_Connection_HN_Lokaal"
44403175087,1181;2;0;1;76;;;;;;;;;"26.07.2021 04:12:08";"ModeSel Diag_GeenVrijgaveBedienmode afstand brugpost";"HMI_Connection_HN_Lokaal"
44403175098,6921;2;1;1;205;;;;;;;;;"26.07.2021 04:12:09";"Ssl actief, geen vrijgave";"HMI_Connection_HN_Lokaal"
44403175098,6921;2;1;1;77;;;;;;;;;"26.07.2021 04:12:09";"ModeSel Diag_GeenVrijgaveBedienmode afstand BopA (VL-post)";"HMI_Connection_HN_Lokaal"
44403175110,2662;2;0;1;205;;;;;;;;;"26.07.2021 04:12:10";"Ssl actief, geen vrijgave";"HMI_Connection_HN_Lokaal"
44403175110,2662;2;0;1;77;;;;;;;;;"26.07.2021 04:12:10";"ModeSel Diag_GeenVrijgaveBedienmode afstand BopA (VL-post)";"HMI_Connection_HN_Lokaal"
44403175249,1667;2;1;1;205;;;;;;;;;"26.07.2021 04:12:22";"Ssl actief, geen vrijgave";"HMI_Connection_HN_Lokaal"
44403175249,1667;2;1;1;76;;;;;;;;;"26.07.2021 04:12:22";"ModeSel Diag_GeenVrijgaveBedienmode afstand brugpost";"HMI_Connection_HN_Lokaal"
44403175364,9769;2;6;1;50;;;;;;;;;"26.07.2021 04:12:32";"Noodstop ingedrukt op SvS bedraad (Bewegingswerk) (Dnst2-3)";"HMI_Connection_HN_Lokaal"
44403175364,9769;2;6;1;75;;;;;;;;;"26.07.2021 04:12:32";"ModeSel Diag_GeenVrijgaveBedienmode SvS bedraad";"HMI_Connection_HN_Lokaal"
44403175364,9769;2;6;1;48;;;;;;;;;"26.07.2021 04:12:32";"Noodstop ingedrukt op SvS bedraad (Grendel-inr.) (Dnst2-2)";"HMI_Connection_HN_Lokaal"
44403175364,9769;2;6;1;77;;;;;;;;;"26.07.2021 04:12:32";"ModeSel Diag_GeenVrijgaveBedienmode afstand BopA (VL-post)";"HMI_Connection_HN_Lokaal"
44403175364,9769;2;3;1;205;;;;;;;;;"26.07.2021 04:12:32";"Ssl actief, geen vrijgave";"HMI_Connection_HN_Lokaal"
44403175364,9769;2;3;1;76;;;;;;;;;"26.07.2021 04:12:32";"ModeSel Diag_GeenVrijgaveBedienmode afstand brugpost";"HMI_Connection_HN_Lokaal"
44403175503,8426;2;2;1;205;;;;;;;;;"26.07.2021 04:12:44";"Ssl actief, geen vrijgave";"HMI_Connection_HN_Lokaal"
44403175503,8426;2;2;1;76;;;;;;;;;"26.07.2021 04:12:44";"ModeSel Diag_GeenVrijgaveBedienmode afstand brugpost";"HMI_Connection_HN_Lokaal"
44403175608,0208;2;1;1;205;;;;;;;;;"26.07.2021 04:12:53";"Ssl actief, geen vrijgave";"HMI_Connection_HN_Lokaal"
44403175608,0208;2;1;1;76;;;;;;;;;"26.07.2021 04:12:53";"ModeSel Diag_GeenVrijgaveBedienmode afstand brugpost";"HMI_Connection_HN_Lokaal"
44403175752,963;2;3;1;205;;;;;;;;;"26.07.2021 04:13:05";"Ssl actief, geen vrijgave";"HMI_Connection_HN_Lokaal"
44403175752,963;2;3;1;76;;;;;;;;;"26.07.2021 04:13:05";"ModeSel Diag_GeenVrijgaveBedienmode afstand brugpost";"HMI_Connection_HN_Lokaal"
44403175908,9931;2;2;1;205;;;;;;;;;"26.07.2021 04:13:19";"Ssl actief, geen vrijgave";"HMI_Connection_HN_Lokaal"
44403175908,9931;2;2;1;76;;;;;;;;;"26.07.2021 04:13:19";"ModeSel Diag_GeenVrijgaveBedienmode afstand brugpost";"HMI_Connection_HN_Lokaal"
44403175990,0231;2;1;1;205;;;;;;;;;"26.07.2021 04:13:26";"Ssl actief, geen vrijgave";"HMI_Connection_HN_Lokaal"
44403175990,0231;2;1;1;76;;;;;;;;;"26.07.2021 04:13:26";"ModeSel Diag_GeenVrijgaveBedienmode afstand brugpost";"HMI_Connection_HN_Lokaal"
44403176360,4514;2;0;1;205;;;;;;;;;"26.07.2021 04:13:58";"Ssl actief, geen vrijgave";"HMI_Connection_HN_Lokaal"
44403176360,4514;2;0;1;76;;;;;;;;;"26.07.2021 04:13:58";"ModeSel Diag_GeenVrijgaveBedienmode afstand brugpost";"HMI_Connection_HN_Lokaal"
44403176450,3125;2;6;1;205;;;;;;;;;"26.07.2021 04:14:05";"Ssl actief, geen vrijgave";"HMI_Connection_HN_Lokaal"
44403176450,3125;2;6;1;76;;;;;;;;;"26.07.2021 04:14:05";"ModeSel Diag_GeenVrijgaveBedienmode afstand brugpost";"HMI_Connection_HN_Lokaal"
44407491461,6204;1;1;3;110001;;;;;;;;;"30.07.2021 11:47:42";"Ga naar bedrijfstoestand 'online'.";
44407491488,912;1;1;3;140000;"HMI_Connection_HN_Lokaal";"192.168.132.1";"0";"1";;;;;"30.07.2021 11:47:45";"Verbinding opgebouwd: HMI_Connection_HN_Lokaal, station 192.168.132.1, rack 0, plaats 1.";
44407511266,875;2;1;1;17;;;;;;;;;"30.07.2021 12:16:13";"Beveiliging windmeter (Q14) aangesproken";"HMI_Connection_HN_Lokaal"
44407511266,875;2;1;1;76;;;;;;;;;"30.07.2021 12:16:13";"ModeSel Diag_GeenVrijgaveBedienmode afstand brugpost";"HMI_Connection_HN_Lokaal"
44407511313,1829;2;0;1;17;;;;;;;;;"30.07.2021 12:16:17";"Beveiliging windmeter (Q14) aangesproken";"HMI_Connection_HN_Lokaal"
44407511313,1829;2;0;1;76;;;;;;;;;"30.07.2021 12:16:17";"ModeSel Diag_GeenVrijgaveBedienmode afstand brugpost";"HMI_Connection_HN_Lokaal"
44407519183,2986;2;6;1;17;;;;;;;;;"30.07.2021 12:27:37";"Beveiliging windmeter (Q14) aangesproken";"HMI_Connection_HN_Lokaal"
44407519183,2986;2;6;1;76;;;;;;;;;"30.07.2021 12:27:37";"ModeSel Diag_GeenVrijgaveBedienmode afstand brugpost";"HMI_Connection_HN_Lokaal"
44409606195,7755;2;1;1;170;;;;;;;;;"01.08.2021 14:32:55";"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal"
44409606207,3495;2;0;1;170;;;;;;;;;"01.08.2021 14:32:56";"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal"
44413605182,5116;2;1;1;170;;;;;;;;;"05.08.2021 14:31:28";"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal"
44413605217,2454;2;0;1;170;;;;;;;;;"05.08.2021 14:31:31";"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal"
44413605228,8194;2;1;1;170;;;;;;;;;"05.08.2021 14:31:32";"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal"
44413605240,3935;2;0;1;170;;;;;;;;;"05.08.2021 14:31:33";"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal"
44413605402,4653;2;1;1;170;;;;;;;;;"05.08.2021 14:31:47";"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal"
44413605437,1991;2;0;1;170;;;;;;;;;"05.08.2021 14:31:50";"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal"
44413605448,7616;2;1;1;170;;;;;;;;;"05.08.2021 14:31:51";"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal"
44413605495,0694;2;0;1;170;;;;;;;;;"05.08.2021 14:31:55";"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal"
44413605541,3657;2;1;1;170;;;;;;;;;"05.08.2021 14:31:59";"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal"
44413605587,6736;2;0;1;170;;;;;;;;;"05.08.2021 14:32:03";"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal"
44413605599,2477;2;1;1;170;;;;;;;;;"05.08.2021 14:32:04";"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal"
44413605610,8218;2;0;1;170;;;;;;;;;"05.08.2021 14:32:05";"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal"
44413605633,9815;2;1;1;170;;;;;;;;;"05.08.2021 14:32:07";"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal"
44413605668,7037;2;0;1;170;;;;;;;;;"05.08.2021 14:32:10";"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal"
44413605691,8519;2;1;1;170;;;;;;;;;"05.08.2021 14:32:12";"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal"
44413605703,4375;2;0;1;170;;;;;;;;;"05.08.2021 14:32:13";"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal"
44413605761,3194;2;1;1;170;;;;;;;;;"05.08.2021 14:32:18";"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal"
44413605784,456;2;0;1;170;;;;;;;;;"05.08.2021 14:32:20";"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal"
44413605830,7639;2;1;1;170;;;;;;;;;"05.08.2021 14:32:24";"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal"
44413605865,4977;2;0;1;170;;;;;;;;;"05.08.2021 14:32:27";"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal"
44413606351,6782;2;1;1;170;;;;;;;;;"05.08.2021 14:33:09";"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal"
44413606363,2523;2;0;1;170;;;;;;;;;"05.08.2021 14:33:10";"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal"
44413606455,8565;2;1;1;170;;;;;;;;;"05.08.2021 14:33:18";"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal"
44413606467,4306;2;0;1;170;;;;;;;;;"05.08.2021 14:33:19";"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal"
44413606629,5023;2;1;1;170;;;;;;;;;"05.08.2021 14:33:33";"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal"
44413606641,0648;2;0;1;170;;;;;;;;;"05.08.2021 14:33:34";"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal"
44413606664,2245;2;1;1;170;;;;;;;;;"05.08.2021 14:33:36";"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal"
44413606675,7986;2;0;1;170;;;;;;;;;"05.08.2021 14:33:37";"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal"
44419363126,088;1;1;3;110001;;;;;;;;;"11.08.2021 08:42:54";"Ga naar bedrijfstoestand 'online'.";
44419363154,7917;1;1;3;140000;"HMI_Connection_HN_Lokaal";"192.168.132.1";"0";"1";;;;;"11.08.2021 08:42:57";"Verbinding opgebouwd: HMI_Connection_HN_Lokaal, station 192.168.132.1, rack 0, plaats 1.";
44419363575,9606;2;6;1;170;;;;;;;;;"11.08.2021 08:43:33";"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal"
44432488992,6273;1;1;3;140001;"HMI_Connection_HN_Lokaal";"192.168.132.1";"0";"1";;;;;"24.08.2021 11:44:09";"Verbinding verbroken: HMI_Connection_HN_Lokaal, station 192.168.132.1, rack 0, plaats 1.";
44432489016,0301;1;1;3;200000;"Coordination  1";;;;;;;;"24.08.2021 11:44:11";"Coordination  1: Geen adres voor bereikaanwijzer.";
44432489318,9468;1;1;3;200005;"Coordination  1";;;;;;;;"24.08.2021 11:44:37";"Coordination  1: Verbinding gestoord.";
44432489565,9954;1;1;3;200005;"Coordination  1";;;;;;;;"24.08.2021 11:44:59";"Coordination  1: Verbinding gestoord.";
44432489834,7685;1;1;3;140000;"HMI_Connection_HN_Lokaal";"192.168.132.1";"0";"1";;;;;"24.08.2021 11:45:22";"Verbinding opgebouwd: HMI_Connection_HN_Lokaal, station 192.168.132.1, rack 0, plaats 1.";
44432489835,0463;1;1;3;200003;"Coordination  1";;;;;;;;"24.08.2021 11:45:22";"Coordination  1: Fouttoestand beëindigd.";
44432489826,5278;2;1;1;195;;;;;;;;;"24.08.2021 11:45:21";"SVS (4) Diag_AanSper";"HMI_Connection_HN_Lokaal"
44432489826,5278;2;1;1;30;;;;;;;;;"24.08.2021 11:45:21";"Storing Failsafe ingangskaart 152P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal"
44432489826,5278;2;1;1;31;;;;;;;;;"24.08.2021 11:45:21";"Storing Failsafe uitgangskaart 164P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal"
44432489826,5278;2;1;1;183;;;;;;;;;"24.08.2021 11:45:21";"SVS (2) Diag_AanSper";"HMI_Connection_HN_Lokaal"
44432489826,5278;2;1;1;177;;;;;;;;;"24.08.2021 11:45:21";"SVS (1) Diag_AanSper";"HMI_Connection_HN_Lokaal"
44432489826,5278;2;1;1;141;;;;;;;;;"24.08.2021 11:45:21";"Bew.werk FO Diag_Clixon";"HMI_Connection_HN_Lokaal"
44432489826,5278;2;1;1;142;;;;;;;;;"24.08.2021 11:45:21";"Bew.werk FO Diag_MotorTempHoog";"HMI_Connection_HN_Lokaal"
44432489826,5278;2;1;1;189;;;;;;;;;"24.08.2021 11:45:21";"SVS (3) Diag_AanSper";"HMI_Connection_HN_Lokaal"
44432489826,5394;2;1;1;123;;;;;;;;;"24.08.2021 11:45:21";"Bew.werk Diag_EindPos-DichtOnvVerlaten";"HMI_Connection_HN_Lokaal"
44432489826,5394;2;1;1;125;;;;;;;;;"24.08.2021 11:45:21";"Bew.werk Diag_Pos-NietDichtOnvVerlaten";"HMI_Connection_HN_Lokaal"
44432489826,5394;2;1;1;156;;;;;;;;;"24.08.2021 11:45:21";"Encoder Diag_Enc_Fout";"HMI_Connection_HN_Lokaal"
44432489826,5394;2;1;1;159;;;;;;;;;"24.08.2021 11:45:21";"Encoder Diag_Enc_Verschoven";"HMI_Connection_HN_Lokaal"
44432492056,3773;2;3;1;195;;;;;;;;;"24.08.2021 11:48:34";"SVS (4) Diag_AanSper";"HMI_Connection_HN_Lokaal"
44432492056,3773;2;3;1;30;;;;;;;;;"24.08.2021 11:48:34";"Storing Failsafe ingangskaart 152P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal"
44432492056,3773;2;3;1;31;;;;;;;;;"24.08.2021 11:48:34";"Storing Failsafe uitgangskaart 164P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal"
44432492056,3773;2;3;1;183;;;;;;;;;"24.08.2021 11:48:34";"SVS (2) Diag_AanSper";"HMI_Connection_HN_Lokaal"
44432492056,3889;2;3;1;177;;;;;;;;;"24.08.2021 11:48:34";"SVS (1) Diag_AanSper";"HMI_Connection_HN_Lokaal"
44432492056,3889;2;3;1;141;;;;;;;;;"24.08.2021 11:48:34";"Bew.werk FO Diag_Clixon";"HMI_Connection_HN_Lokaal"
44432492056,3889;2;3;1;142;;;;;;;;;"24.08.2021 11:48:34";"Bew.werk FO Diag_MotorTempHoog";"HMI_Connection_HN_Lokaal"
44432492056,3889;2;3;1;189;;;;;;;;;"24.08.2021 11:48:34";"SVS (3) Diag_AanSper";"HMI_Connection_HN_Lokaal"
44432492056,3889;2;3;1;123;;;;;;;;;"24.08.2021 11:48:34";"Bew.werk Diag_EindPos-DichtOnvVerlaten";"HMI_Connection_HN_Lokaal"
44432492056,3889;2;3;1;125;;;;;;;;;"24.08.2021 11:48:34";"Bew.werk Diag_Pos-NietDichtOnvVerlaten";"HMI_Connection_HN_Lokaal"
44432492056,3889;2;3;1;156;;;;;;;;;"24.08.2021 11:48:34";"Encoder Diag_Enc_Fout";"HMI_Connection_HN_Lokaal"
44432492056,3889;2;3;1;159;;;;;;;;;"24.08.2021 11:48:34";"Encoder Diag_Enc_Verschoven";"HMI_Connection_HN_Lokaal"
44432492060,5208;2;2;1;195;;;;;;;;;"24.08.2021 11:48:34";"SVS (4) Diag_AanSper";"HMI_Connection_HN_Lokaal"
44432492060,5208;2;2;1;30;;;;;;;;;"24.08.2021 11:48:34";"Storing Failsafe ingangskaart 152P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal"
44432492060,5208;2;2;1;31;;;;;;;;;"24.08.2021 11:48:34";"Storing Failsafe uitgangskaart 164P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal"
44432492060,5324;2;2;1;183;;;;;;;;;"24.08.2021 11:48:34";"SVS (2) Diag_AanSper";"HMI_Connection_HN_Lokaal"
44432492060,5324;2;2;1;177;;;;;;;;;"24.08.2021 11:48:34";"SVS (1) Diag_AanSper";"HMI_Connection_HN_Lokaal"
44432492060,5324;2;2;1;141;;;;;;;;;"24.08.2021 11:48:34";"Bew.werk FO Diag_Clixon";"HMI_Connection_HN_Lokaal"
44432492060,5324;2;2;1;142;;;;;;;;;"24.08.2021 11:48:34";"Bew.werk FO Diag_MotorTempHoog";"HMI_Connection_HN_Lokaal"
44432492060,5324;2;2;1;189;;;;;;;;;"24.08.2021 11:48:34";"SVS (3) Diag_AanSper";"HMI_Connection_HN_Lokaal"
44432492060,5324;2;2;1;123;;;;;;;;;"24.08.2021 11:48:34";"Bew.werk Diag_EindPos-DichtOnvVerlaten";"HMI_Connection_HN_Lokaal"
44432492060,5324;2;2;1;125;;;;;;;;;"24.08.2021 11:48:34";"Bew.werk Diag_Pos-NietDichtOnvVerlaten";"HMI_Connection_HN_Lokaal"
44432492060,5324;2;2;1;156;;;;;;;;;"24.08.2021 11:48:34";"Encoder Diag_Enc_Fout";"HMI_Connection_HN_Lokaal"
44432492060,5324;2;2;1;159;;;;;;;;;"24.08.2021 11:48:34";"Encoder Diag_Enc_Verschoven";"HMI_Connection_HN_Lokaal"
44432508173,75;1;1;3;110001;;;;;;;;;"24.08.2021 12:11:46";"Ga naar bedrijfstoestand 'online'.";
44432508201,0764;1;1;3;140000;"HMI_Connection_HN_Lokaal";"192.168.132.1";"0";"1";;;;;"24.08.2021 12:11:49";"Verbinding opgebouwd: HMI_Connection_HN_Lokaal, station 192.168.132.1, rack 0, plaats 1.";
44433391639,9421;2;1;1;193;;;;;;;;;"25.08.2021 09:23:58";"SVS (4) Diag_UitRood";"HMI_Connection_HN_Lokaal"
44433391639,9421;2;1;1;2;;;;;;;;;"25.08.2021 09:23:58";"Veiligheids-PLC opnieuw opgestart (net terugkomst)";"HMI_Connection_HN_Lokaal"
44433391639,9537;2;1;1;146;;;;;;;;;"25.08.2021 09:23:58";"Rem Diag_WS";"HMI_Connection_HN_Lokaal"
44433391639,9537;2;1;1;150;;;;;;;;;"25.08.2021 09:23:58";"Rem Diag_Relais";"HMI_Connection_HN_Lokaal"
44433391639,9537;2;1;1;181;;;;;;;;;"25.08.2021 09:23:58";"SVS (2) Diag_UitRood";"HMI_Connection_HN_Lokaal"
44433391639,9537;2;1;1;175;;;;;;;;;"25.08.2021 09:23:58";"SVS (1) Diag_UitRood";"HMI_Connection_HN_Lokaal"
44433391639,9537;2;1;1;107;;;;;;;;;"25.08.2021 09:23:58";"Grendel inr. Diag_RelaisTerugtrekken";"HMI_Connection_HN_Lokaal"
44433391639,9537;2;1;1;108;;;;;;;;;"25.08.2021 09:23:58";"Grendel inr. Diag_RelaisUitsteken";"HMI_Connection_HN_Lokaal"
44433391639,9537;2;1;1;103;;;;;;;;;"25.08.2021 09:23:58";"Grendel inr. Diag_WS";"HMI_Connection_HN_Lokaal"
44433391639,9537;2;1;1;92;;;;;;;;;"25.08.2021 09:23:58";"Kontrole inr. Diag_RelaisTerugtrekken";"HMI_Connection_HN_Lokaal"
44433391639,9537;2;1;1;93;;;;;;;;;"25.08.2021 09:23:58";"Kontrole inr. Diag_RelaisUitsteken";"HMI_Connection_HN_Lokaal"
44433391639,9537;2;1;1;88;;;;;;;;;"25.08.2021 09:23:58";"Kontrole inr. Diag_WS";"HMI_Connection_HN_Lokaal"
44433391639,9537;2;1;1;56;;;;;;;;;"25.08.2021 09:23:58";"Relais hoofdstroom in (Smhs)";"HMI_Connection_HN_Lokaal"
44433391639,9537;2;1;1;139;;;;;;;;;"25.08.2021 09:23:58";"Bew.werk FO Diag_Relais STO";"HMI_Connection_HN_Lokaal"
44433391639,9537;2;1;1;138;;;;;;;;;"25.08.2021 09:23:58";"Bew.werk FO Diag_Hoofdrelais";"HMI_Connection_HN_Lokaal"
44433391639,9537;2;1;1;187;;;;;;;;;"25.08.2021 09:23:58";"SVS (3) Diag_UitRood";"HMI_Connection_HN_Lokaal"
44433391639,9653;2;1;1;128;;;;;;;;;"25.08.2021 09:23:58";"Bew.werk Diag_Volgordefout";"HMI_Connection_HN_Lokaal"
44433391639,9653;2;1;1;156;;;;;;;;;"25.08.2021 09:23:58";"Encoder Diag_Enc_Fout";"HMI_Connection_HN_Lokaal"
44433391639,9653;2;1;1;157;;;;;;;;;"25.08.2021 09:23:58";"Encoder Diag_Enc_DraaitNiet";"HMI_Connection_HN_Lokaal"
44433391639,9653;2;1;1;158;;;;;;;;;"25.08.2021 09:23:58";"Encoder Diag_Enc_Draairichting";"HMI_Connection_HN_Lokaal"
44433391639,9653;2;1;1;159;;;;;;;;;"25.08.2021 09:23:58";"Encoder Diag_Enc_Verschoven";"HMI_Connection_HN_Lokaal"
44433391651,4931;2;0;1;128;;;;;;;;;"25.08.2021 09:23:59";"Bew.werk Diag_Volgordefout";"HMI_Connection_HN_Lokaal"
44433391663,0787;2;0;1;157;;;;;;;;;"25.08.2021 09:24:00";"Encoder Diag_Enc_DraaitNiet";"HMI_Connection_HN_Lokaal"
44433391663,0787;2;0;1;158;;;;;;;;;"25.08.2021 09:24:00";"Encoder Diag_Enc_Draairichting";"HMI_Connection_HN_Lokaal"
44433392190,4514;2;3;1;193;;;;;;;;;"25.08.2021 09:24:45";"SVS (4) Diag_UitRood";"HMI_Connection_HN_Lokaal"
44433392190,4514;2;3;1;2;;;;;;;;;"25.08.2021 09:24:45";"Veiligheids-PLC opnieuw opgestart (net terugkomst)";"HMI_Connection_HN_Lokaal"
44433392190,463;2;3;1;146;;;;;;;;;"25.08.2021 09:24:45";"Rem Diag_WS";"HMI_Connection_HN_Lokaal"
44433392190,463;2;3;1;150;;;;;;;;;"25.08.2021 09:24:45";"Rem Diag_Relais";"HMI_Connection_HN_Lokaal"
44433392190,463;2;3;1;181;;;;;;;;;"25.08.2021 09:24:45";"SVS (2) Diag_UitRood";"HMI_Connection_HN_Lokaal"
44433392190,463;2;3;1;175;;;;;;;;;"25.08.2021 09:24:45";"SVS (1) Diag_UitRood";"HMI_Connection_HN_Lokaal"
44433392190,463;2;3;1;107;;;;;;;;;"25.08.2021 09:24:45";"Grendel inr. Diag_RelaisTerugtrekken";"HMI_Connection_HN_Lokaal"
44433392190,463;2;3;1;108;;;;;;;;;"25.08.2021 09:24:45";"Grendel inr. Diag_RelaisUitsteken";"HMI_Connection_HN_Lokaal"
44433392190,463;2;3;1;103;;;;;;;;;"25.08.2021 09:24:45";"Grendel inr. Diag_WS";"HMI_Connection_HN_Lokaal"
44433392190,463;2;3;1;92;;;;;;;;;"25.08.2021 09:24:45";"Kontrole inr. Diag_RelaisTerugtrekken";"HMI_Connection_HN_Lokaal"
44433392190,463;2;3;1;93;;;;;;;;;"25.08.2021 09:24:45";"Kontrole inr. Diag_RelaisUitsteken";"HMI_Connection_HN_Lokaal"
44433392190,463;2;3;1;88;;;;;;;;;"25.08.2021 09:24:45";"Kontrole inr. Diag_WS";"HMI_Connection_HN_Lokaal"
44433392190,4745;2;3;1;56;;;;;;;;;"25.08.2021 09:24:45";"Relais hoofdstroom in (Smhs)";"HMI_Connection_HN_Lokaal"
44433392190,4745;2;3;1;139;;;;;;;;;"25.08.2021 09:24:45";"Bew.werk FO Diag_Relais STO";"HMI_Connection_HN_Lokaal"
44433392190,4745;2;3;1;138;;;;;;;;;"25.08.2021 09:24:45";"Bew.werk FO Diag_Hoofdrelais";"HMI_Connection_HN_Lokaal"
