"Time_ms";"MsgProc";"StateAfter";"MsgClass";"MsgNumber";"TimeString";"MsgText";"PLC";"Waterstand";"RH_cum";"Trein";"Trein_cum";"DD";"FH";"FX";"T";"SQ";"Q";"DR";"RH";"P";"U";"S";"O";"Y"
44278688552,7662;2;1;1;170;2021-03-23 16:31:31;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal";-17;0;8;0;270;4;7;9,5;0,5;68;0;0;10241;76;0;0;0
44278688599,0741;2;0;1;170;2021-03-23 16:31:35;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal";-17;0;8;0;270;4;7;9,5;0,5;68;0;0;10241;76;0;0;0
44279352003,3218;2;1;1;206;2021-03-24 08:26:53;"CMD brug tijdens 10 sec. naastliggende brug";"HMI_Connection_HN_Lokaal";-24;0;8;88;200;3;4;7,5;1;82;0;0;10222;82;0;0;0
44279352026,5972;2;0;1;206;2021-03-24 08:26:55;"CMD brug tijdens 10 sec. naastliggende brug";"HMI_Connection_HN_Lokaal";-24;0;8;0;200;3;4;7,5;1;82;0;0;10222;82;0;0;0
44279492307,1065;2;6;1;170;2021-03-24 11:48:55;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal";89;0;8;25;220;5;8;11,7;0,8;185;0;0;10218;67;0;0;0
44279492307,1065;2;6;1;206;2021-03-24 11:48:55;"CMD brug tijdens 10 sec. naastliggende brug";"HMI_Connection_HN_Lokaal";89;0;8;0;220;5;8;11,7;0,8;185;0;0;10218;67;0;0;0
44279521033,2523;2;1;1;206;2021-03-24 12:30:17;"CMD brug tijdens 10 sec. naastliggende brug";"HMI_Connection_HN_Lokaal";111;0;8;8;210;6;9;11,8;0,9;215;0;0;10216;66;0;0;0
44279521056,4005;2;0;1;206;2021-03-24 12:30:19;"CMD brug tijdens 10 sec. naastliggende brug";"HMI_Connection_HN_Lokaal";111;0;8;0;210;6;9;11,8;0,9;215;0;0;10216;66;0;0;0
44280851630,0116;2;1;1;206;2021-03-25 20:26:21;"CMD brug tijdens 10 sec. naastliggende brug";"HMI_Connection_HN_Lokaal";-25;1;8;229;220;3;7;6,9;0;0;0;0;10194;77;0;0;0
44280851653,1481;2;0;1;206;2021-03-25 20:26:23;"CMD brug tijdens 10 sec. naastliggende brug";"HMI_Connection_HN_Lokaal";-25;0;8;0;220;3;7;6,9;0;0;0;0;10194;77;0;0;0
44281687549,1088;2;1;1;206;2021-03-26 16:30:04;"CMD brug tijdens 10 sec. naastliggende brug";"HMI_Connection_HN_Lokaal";56;-3;9;122;190;9;14;13;0,8;106;0;0;10115;59;0;0;0
44281687572,2801;2;0;1;206;2021-03-26 16:30:06;"CMD brug tijdens 10 sec. naastliggende brug";"HMI_Connection_HN_Lokaal";56;0;9;0;190;9;14;13;0,8;106;0;0;10115;59;0;0;0
44282683150,3125;2;1;1;206;2021-03-27 16:23:44;"CMD brug tijdens 10 sec. naastliggende brug";"HMI_Connection_HN_Lokaal";143;74;8;146;240;7;11;8,7;1;124;0;0;10242;59;0;0;0
44282683161,8866;2;0;1;206;2021-03-27 16:23:45;"CMD brug tijdens 10 sec. naastliggende brug";"HMI_Connection_HN_Lokaal";143;0;8;0;240;7;11;8,7;1;124;0;0;10242;59;0;0;0
44284475765,6829;2;1;1;206;2021-03-29 11:25:06;"CMD brug tijdens 10 sec. naastliggende brug";"HMI_Connection_HN_Lokaal";-36;0;8;265;220;9;13;12,7;1;226;0;0;10285;69;0;0;0
44284475788,8426;2;0;1;206;2021-03-29 11:25:08;"CMD brug tijdens 10 sec. naastliggende brug";"HMI_Connection_HN_Lokaal";-36;0;8;0;220;9;13;12,7;1;226;0;0;10285;69;0;0;0
44285208863,2639;2;1;1;206;2021-03-30 05:00:46;"CMD brug tijdens 10 sec. naastliggende brug";"HMI_Connection_HN_Lokaal";113;0;8;105;210;1;2;4,9;0;0;0;0;10303;86;0;0;0
44285208886,4236;2;0;1;206;2021-03-30 05:00:48;"CMD brug tijdens 10 sec. naastliggende brug";"HMI_Connection_HN_Lokaal";113;0;8;0;210;1;2;4,9;0;0;0;0;10303;86;0;0;0
44285334191,4815;1;1;3;110001;2021-03-30 08:01:14;"Ga naar bedrijfstoestand 'online'.";"";37;0;8;24;170;1;4;13,8;1;89;0;0;10309;60;0;0;0
44285334213,0671;1;1;3;140000;2021-03-30 08:01:16;"Verbinding opgebouwd: HMI_Connection_HN_Lokaal, station 192.168.132.1, rack 0, plaats 1.";"";37;0;8;0;170;1;4;13,8;1;89;0;0;10309;60;0;0;0
44285391626,4931;2;1;1;206;2021-03-30 09:23:57;"CMD brug tijdens 10 sec. naastliggende brug";"HMI_Connection_HN_Lokaal";-17;0;8;8;170;3;6;15,2;1;145;0;0;10313;55;0;0;0
44285391638,0671;2;0;1;206;2021-03-30 09:23:58;"CMD brug tijdens 10 sec. naastliggende brug";"HMI_Connection_HN_Lokaal";-17;0;8;0;170;3;6;15,2;1;145;0;0;10313;55;0;0;0
44285475000,1505;2;1;1;206;2021-03-30 11:24:00;"CMD brug tijdens 10 sec. naastliggende brug";"HMI_Connection_HN_Lokaal";-60;0;8;16;160;3;4;19,5;1;214;0;0;10307;43;0;0;0
44285475023,2986;2;0;1;206;2021-03-30 11:24:02;"CMD brug tijdens 10 sec. naastliggende brug";"HMI_Connection_HN_Lokaal";-60;0;8;0;160;3;4;19,5;1;214;0;0;10307;43;0;0;0
44286208283,831;2;1;1;206;2021-03-31 04:59:56;"CMD brug tijdens 10 sec. naastliggende brug";"HMI_Connection_HN_Lokaal";23;0;8;96;50;1;2;6,3;0;0;0;0;10230;95;0;0;0
44286208306,9907;2;0;1;206;2021-03-31 04:59:58;"CMD brug tijdens 10 sec. naastliggende brug";"HMI_Connection_HN_Lokaal";23;0;8;0;50;1;2;6,3;0;0;0;0;10230;95;0;0;0
44287476330,1968;2;1;1;170;2021-04-01 11:25:55;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal";-31;0;9;211;30;6;10;13,6;1;221;0;0;10235;62;0;0;0
44287476376,5046;2;0;1;170;2021-04-01 11:25:59;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal";-31;0;9;0;30;6;10;13,6;1;221;0;0;10235;62;0;0;0
44288558588,8889;2;1;1;206;2021-04-02 13:24:22;"CMD brug tijdens 10 sec. naastliggende brug";"HMI_Connection_HN_Lokaal";-62;0;8;169;360;6;10;6,9;0;77;0;0;10281;69;0;0;0
44288558612,037;2;0;1;206;2021-04-02 13:24:24;"CMD brug tijdens 10 sec. naastliggende brug";"HMI_Connection_HN_Lokaal";-62;0;8;0;360;6;10;6,9;0;77;0;0;10281;69;0;0;0
44288729178,206;2;1;1;206;2021-04-02 17:30:01;"CMD brug tijdens 10 sec. naastliggende brug";"HMI_Connection_HN_Lokaal";-36;0;8;32;350;7;11;7;0;26;0;0;10278;73;0;0;0
44288729201,3542;2;0;1;206;2021-04-02 17:30:03;"CMD brug tijdens 10 sec. naastliggende brug";"HMI_Connection_HN_Lokaal";-36;0;8;0;350;7;11;7;0;26;0;0;10278;73;0;0;0
44288733252,2106;2;1;1;206;2021-04-02 17:35:53;"CMD brug tijdens 10 sec. naastliggende brug";"HMI_Connection_HN_Lokaal";-36;0;8;0;350;7;11;7;0;26;0;0;10278;73;0;0;0
44288733275,3588;2;0;1;206;2021-04-02 17:35:55;"CMD brug tijdens 10 sec. naastliggende brug";"HMI_Connection_HN_Lokaal";-36;0;8;0;350;7;11;7;0;26;0;0;10278;73;0;0;0
44288807853,7847;2;1;1;206;2021-04-02 19:23:19;"CMD brug tijdens 10 sec. naastliggende brug";"HMI_Connection_HN_Lokaal";73;-1;8;16;330;5;8;6,3;0;1;0;0;10277;86;0;0;0
44288807876,9329;2;0;1;206;2021-04-02 19:23:21;"CMD brug tijdens 10 sec. naastliggende brug";"HMI_Connection_HN_Lokaal";73;0;8;0;330;5;8;6,3;0;1;0;0;10277;86;0;0;0
44289558232,3727;2;1;1;206;2021-04-03 13:23:51;"CMD brug tijdens 10 sec. naastliggende brug";"HMI_Connection_HN_Lokaal";-41;-2;8;98;350;5;10;10;0,6;188;0;0;10295;63;0;0;0
44289558255,8218;2;0;1;206;2021-04-03 13:23:53;"CMD brug tijdens 10 sec. naastliggende brug";"HMI_Connection_HN_Lokaal";-41;0;8;0;350;5;10;10;0,6;188;0;0;10295;63;0;0;0
44289644246,169;2;1;1;206;2021-04-03 15:27:43;"CMD brug tijdens 10 sec. naastliggende brug";"HMI_Connection_HN_Lokaal";-32;0;8;16;350;6;9;9;1;193;0;0;10292;60;0;0;0
44289644269,3171;2;0;1;206;2021-04-03 15:27:45;"CMD brug tijdens 10 sec. naastliggende brug";"HMI_Connection_HN_Lokaal";-32;0;8;0;350;6;9;9;1;193;0;0;10292;60;0;0;0
44289725953,3912;2;1;1;206;2021-04-03 17:25:22;"CMD brug tijdens 10 sec. naastliggende brug";"HMI_Connection_HN_Lokaal";-35;0;8;16;350;6;10;7,4;1;78;0;0;10291;67;0;0;0
44289725976,5509;2;0;1;206;2021-04-03 17:25:24;"CMD brug tijdens 10 sec. naastliggende brug";"HMI_Connection_HN_Lokaal";-35;0;8;0;350;6;10;7,4;1;78;0;0;10291;67;0;0;0
44307434892,8009;2;1;1;170;2021-04-21 10:26:15;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal";118;374;8;2631;30;5;8;10,9;0,1;124;0;0;10199;80;0;0;0
44307434904,3634;2;0;1;170;2021-04-21 10:26:16;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal";118;0;8;0;30;5;8;10,9;0,1;124;0;0;10199;80;0;0;0
44307444007,6968;1;1;3;110001;2021-04-21 10:39:22;"Ga naar bedrijfstoestand 'online'.";"";115;0;8;0;30;5;8;10,9;0,1;124;0;0;10199;80;0;0;0
44307444029,8495;1;1;3;140000;2021-04-21 10:39:24;"Verbinding opgebouwd: HMI_Connection_HN_Lokaal, station 192.168.132.1, rack 0, plaats 1.";"";115;0;8;0;30;5;8;10,9;0,1;124;0;0;10199;80;0;0;0
44307474012,3958;2;6;1;170;2021-04-21 11:22:35;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal";89;0;8;8;30;6;9;10,5;0,1;131;0;0;10202;76;0;0;0
44315562560,4861;1;1;3;110001;2021-04-29 13:30:05;"Ga naar bedrijfstoestand 'online'.";"";6;91;8;1222;300;7;14;7,9;0;51;0;-0,1;10082;74;0;0;0
44315562582,3958;1;1;3;140000;2021-04-29 13:30:07;"Verbinding opgebouwd: HMI_Connection_HN_Lokaal, station 192.168.132.1, rack 0, plaats 1.";"";6;0;8;0;300;7;14;7,9;0;51;0;-0,1;10082;74;0;0;0
44327577641,25;1;1;3;110001;2021-05-11 13:51:48;"Ga naar bedrijfstoestand 'online'.";"";-24;362;9;2547;340;3;7;17,9;0,4;207;0;0;10078;59;0;1;0
44327577668,8542;1;1;3;140000;2021-05-11 13:51:51;"Verbinding opgebouwd: HMI_Connection_HN_Lokaal, station 192.168.132.1, rack 0, plaats 1.";"";-24;0;9;0;340;3;7;17,9;0,4;207;0;0;10078;59;0;1;0
44342534608,7963;1;1;3;110001;2021-05-26 12:49:50;"Ga naar bedrijfstoestand 'online'.";"";-35;730;12;2618;280;6;10;12,5;0,6;187;0;0;10116;73;0;0;0
44342534635,9491;1;1;3;140000;2021-05-26 12:49:53;"Verbinding opgebouwd: HMI_Connection_HN_Lokaal, station 192.168.132.1, rack 0, plaats 1.";"";-35;0;12;0;280;6;10;12,5;0,6;187;0;0;10116;73;0;0;0
44348438624,0741;2;1;1;170;2021-06-01 10:31:37;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal";61;13;12;1235;90;3;6;23,4;1;282;0;0;10176;38;0;0;0
44348438647,2222;2;0;1;170;2021-06-01 10:31:39;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal";61;0;12;0;90;3;6;23,4;1;282;0;0;10176;38;0;0;0
44348438670,3819;2;1;1;170;2021-06-01 10:31:41;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal";61;0;12;0;90;3;6;23,4;1;282;0;0;10176;38;0;0;0
44348438681,956;2;0;1;170;2021-06-01 10:31:42;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal";61;0;12;0;90;3;6;23,4;1;282;0;0;10176;38;0;0;0
44350560015,9954;2;6;1;170;2021-06-03 13:26:25;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal";57;0;12;479;270;5;8;23,6;0,9;293;0;0;10193;67;0;0;0
44351419608,9699;1;1;3;110001;2021-06-04 10:04:14;"Ga naar bedrijfstoestand 'online'.";"";13;0;16;191;340;2;4;24,2;1;273;0;0;10213;55;0;0;0
44351419636,4815;1;1;3;140000;2021-06-04 10:04:17;"Verbinding opgebouwd: HMI_Connection_HN_Lokaal, station 192.168.132.1, rack 0, plaats 1.";"";13;0;16;0;340;2;4;24,2;1;273;0;0;10213;55;0;0;0
44358699145,6944;2;1;1;17;2021-06-11 16:46:46;"Beveiliging windmeter (Q14) aangesproken";"HMI_Connection_HN_Lokaal";114;-1;15;1534;240;5;8;21;0,3;128;0;0;10195;73;0;0;0
44358699145,6944;2;1;1;76;2021-06-11 16:46:46;"ModeSel Diag_GeenVrijgaveBedienmode afstand brugpost";"HMI_Connection_HN_Lokaal";114;0;15;0;240;5;8;21;0,3;128;0;0;10195;73;0;0;0
44358699597,1412;2;0;1;17;2021-06-11 16:47:25;"Beveiliging windmeter (Q14) aangesproken";"HMI_Connection_HN_Lokaal";114;0;15;0;240;5;8;21;0,3;128;0;0;10195;73;0;0;0
44358699597,1412;2;0;1;76;2021-06-11 16:47:25;"ModeSel Diag_GeenVrijgaveBedienmode afstand brugpost";"HMI_Connection_HN_Lokaal";114;0;15;0;240;5;8;21;0,3;128;0;0;10195;73;0;0;0
44358773732,7083;2;1;1;170;2021-06-11 18:34:11;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal";92;0;16;32;250;4;8;19,6;0,2;59;0;0;10193;78;0;0;0
44358773755,8565;2;0;1;170;2021-06-11 18:34:13;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal";92;0;16;0;250;4;8;19,6;0,2;59;0;0;10193;78;0;0;0
44358773767,4306;2;1;1;170;2021-06-11 18:34:14;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal";92;0;16;0;250;4;8;19,6;0,2;59;0;0;10193;78;0;0;0
44358773790,5903;2;0;1;170;2021-06-11 18:34:16;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal";92;0;16;0;250;4;8;19,6;0,2;59;0;0;10193;78;0;0;0
44358773860,0579;2;1;1;170;2021-06-11 18:34:22;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal";92;0;16;0;250;4;8;19,6;0,2;59;0;0;10193;78;0;0;0
44358773894,7685;2;0;1;170;2021-06-11 18:34:25;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal";92;0;16;0;250;4;8;19,6;0,2;59;0;0;10193;78;0;0;0
44358773929,5023;2;1;1;170;2021-06-11 18:34:28;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal";92;0;16;0;250;4;8;19,6;0,2;59;0;0;10193;78;0;0;0
44358773952,6505;2;0;1;170;2021-06-11 18:34:30;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal";92;0;16;0;250;4;8;19,6;0,2;59;0;0;10193;78;0;0;0
44358816898,0324;2;6;1;17;2021-06-11 19:36:20;"Beveiliging windmeter (Q14) aangesproken";"HMI_Connection_HN_Lokaal";53;0;10;10;230;4;6;19,3;0,8;36;0;0;10191;80;0;0;0
44358816898,0324;2;6;1;76;2021-06-11 19:36:20;"ModeSel Diag_GeenVrijgaveBedienmode afstand brugpost";"HMI_Connection_HN_Lokaal";53;0;10;0;230;4;6;19,3;0,8;36;0;0;10191;80;0;0;0
44358816898,0324;2;6;1;170;2021-06-11 19:36:20;"Onjuist scheepvaartseinbeeld tijdens indrukken drukknop sluiten";"HMI_Connection_HN_Lokaal";53;0;10;0;230;4;6;19,3;0,8;36;0;0;10191;80;0;0;0
44358837058,2407;2;1;1;193;2021-06-11 20:05:22;"SVS (4) Diag_UitRood";"HMI_Connection_HN_Lokaal";42;0;8;8;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2523;2;1;1;25;2021-06-11 20:05:22;"Storing Failsafe ingangskaart 132P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2523;2;1;1;26;2021-06-11 20:05:22;"Storing Failsafe ingangskaart 136P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2523;2;1;1;27;2021-06-11 20:05:22;"Storing Failsafe ingangskaart 140P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2523;2;1;1;28;2021-06-11 20:05:22;"Storing Failsafe ingangskaart 144P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2523;2;1;1;29;2021-06-11 20:05:22;"Storing Failsafe ingangskaart 148P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2523;2;1;1;30;2021-06-11 20:05:22;"Storing Failsafe ingangskaart 152P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2523;2;1;1;31;2021-06-11 20:05:22;"Storing Failsafe uitgangskaart 164P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2523;2;1;1;17;2021-06-11 20:05:22;"Beveiliging windmeter (Q14) aangesproken";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2523;2;1;1;2;2021-06-11 20:05:22;"Veiligheids-PLC opnieuw opgestart (net terugkomst)";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2523;2;1;1;146;2021-06-11 20:05:22;"Rem Diag_WS";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2523;2;1;1;150;2021-06-11 20:05:22;"Rem Diag_Relais";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2523;2;1;1;203;2021-06-11 20:05:22;"Bedieningsleutel (Bsl) uitgeschakeld";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2523;2;1;1;181;2021-06-11 20:05:22;"SVS (2) Diag_UitRood";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2523;2;1;1;175;2021-06-11 20:05:22;"SVS (1) Diag_UitRood";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2523;2;1;1;68;2021-06-11 20:05:22;"Sleutelschakelaar bediening in (Bsl) ongelijke werking contacten";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2523;2;1;1;73;2021-06-11 20:05:22;"ModeSel Diag_GeenAlgemeneVrijgave";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2523;2;1;1;62;2021-06-11 20:05:22;"Keuzeschakelaar (Sap) Diag_Multischakelaar";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2523;2;1;1;66;2021-06-11 20:05:22;"Sleutelschakelaar stuurstroom in (Ssl) ongelijke werking contacten";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2639;2;1;1;107;2021-06-11 20:05:22;"Grendel inr. Diag_RelaisTerugtrekken";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2639;2;1;1;108;2021-06-11 20:05:22;"Grendel inr. Diag_RelaisUitsteken";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2639;2;1;1;103;2021-06-11 20:05:22;"Grendel inr. Diag_WS";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2639;2;1;1;92;2021-06-11 20:05:22;"Kontrole inr. Diag_RelaisTerugtrekken";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2639;2;1;1;93;2021-06-11 20:05:22;"Kontrole inr. Diag_RelaisUitsteken";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2639;2;1;1;88;2021-06-11 20:05:22;"Kontrole inr. Diag_WS";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2639;2;1;1;52;2021-06-11 20:05:22;"Noodstop ingedrukt op afstand brugpost paneel (Dnst3)";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2639;2;1;1;53;2021-06-11 20:05:22;"Ongelijke werking contacten noodstop afstand brugpost (Dnst3)";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2639;2;1;1;54;2021-06-11 20:05:22;"Noodstop ingedrukt op plaatselijk noodbediening paneel (Dnst4)";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2639;2;1;1;55;2021-06-11 20:05:22;"Ongelijke werking contacten noodstop plaatselijk noodbediening (Dnst4)";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2639;2;1;1;56;2021-06-11 20:05:22;"Relais hoofdstroom in (Smhs)";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2639;2;1;1;57;2021-06-11 20:05:22;"Hoofdstroom hoofbedrijf inschakelen niet mogelijk (Smhsn)";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2639;2;1;1;58;2021-06-11 20:05:22;"Hoofdstroom hoofbedrijf inschakelen niet mogelijk (Sekno)";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2639;2;1;1;44;2021-06-11 20:05:22;"Noodstop ingedrukt op plaatselijk SvS paneel (Dnst1)";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2639;2;1;1;45;2021-06-11 20:05:22;"Ongelijke werking contacten noodstop plaatselijk SvS (Dnst1)";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2639;2;1;1;47;2021-06-11 20:05:22;"Ongelijke werking contacten noodstop SvS bedraad (Dnst2-1)";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2639;2;1;1;49;2021-06-11 20:05:22;"Ongelijke werking contacten noodstop SvS bedraad (Dnst2-2)";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2639;2;1;1;51;2021-06-11 20:05:22;"Ongelijke werking contacten noodstop SvS bedraad (Dnst2-3)";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2639;2;1;1;139;2021-06-11 20:05:22;"Bew.werk FO Diag_Relais STO";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2639;2;1;1;138;2021-06-11 20:05:22;"Bew.werk FO Diag_Hoofdrelais";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2639;2;1;1;187;2021-06-11 20:05:22;"SVS (3) Diag_UitRood";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2639;2;1;1;128;2021-06-11 20:05:22;"Bew.werk Diag_Volgordefout";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2639;2;1;1;156;2021-06-11 20:05:22;"Encoder Diag_Enc_Fout";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2639;2;1;1;157;2021-06-11 20:05:22;"Encoder Diag_Enc_DraaitNiet";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837058,2639;2;1;1;158;2021-06-11 20:05:22;"Encoder Diag_Enc_Draairichting";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837069,8148;2;0;1;25;2021-06-11 20:05:23;"Storing Failsafe ingangskaart 132P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837069,8148;2;0;1;26;2021-06-11 20:05:23;"Storing Failsafe ingangskaart 136P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837069,8148;2;0;1;27;2021-06-11 20:05:23;"Storing Failsafe ingangskaart 140P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
44358837069,8148;2;0;1;28;2021-06-11 20:05:23;"Storing Failsafe ingangskaart 144P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal";42;0;8;0;250;4;6;18,2;0,3;14;0;0;10191;85;0;0;0
