"Time_ms";"MsgProc";"StateAfter";"MsgClass";"MsgNumber";"TimeString";"MsgText";"PLC";"Waterstand";"RH_cum";"Trein";"Trein_cum";"DD";"FH";"FX";"T";"SQ";"Q";"DR";"RH";"P";"U";"S";"O";"Y"
44433400276,875;2;3;1;93;2021-08-25 09:36:24;"Kontrole inr. Diag_RelaisUitsteken";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400276,875;2;3;1;88;2021-08-25 09:36:24;"Kontrole inr. Diag_WS";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400276,875;2;6;1;52;2021-08-25 09:36:24;"Noodstop ingedrukt op afstand brugpost paneel (Dnst3)";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400276,875;2;6;1;53;2021-08-25 09:36:24;"Ongelijke werking contacten noodstop afstand brugpost (Dnst3)";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400276,875;2;6;1;54;2021-08-25 09:36:24;"Noodstop ingedrukt op plaatselijk noodbediening paneel (Dnst4)";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400276,875;2;6;1;55;2021-08-25 09:36:24;"Ongelijke werking contacten noodstop plaatselijk noodbediening (Dnst4)";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400276,875;2;3;1;56;2021-08-25 09:36:24;"Relais hoofdstroom in (Smhs)";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400276,875;2;6;1;57;2021-08-25 09:36:24;"Hoofdstroom hoofbedrijf inschakelen niet mogelijk (Smhsn)";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400276,875;2;6;1;58;2021-08-25 09:36:24;"Hoofdstroom hoofbedrijf inschakelen niet mogelijk (Sekno)";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400276,875;2;6;1;44;2021-08-25 09:36:24;"Noodstop ingedrukt op plaatselijk SvS paneel (Dnst1)";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400276,875;2;6;1;45;2021-08-25 09:36:24;"Ongelijke werking contacten noodstop plaatselijk SvS (Dnst1)";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400276,8866;2;6;1;47;2021-08-25 09:36:24;"Ongelijke werking contacten noodstop SvS bedraad (Dnst2-1)";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400276,8866;2;6;1;49;2021-08-25 09:36:24;"Ongelijke werking contacten noodstop SvS bedraad (Dnst2-2)";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400276,8866;2;6;1;51;2021-08-25 09:36:24;"Ongelijke werking contacten noodstop SvS bedraad (Dnst2-3)";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400276,8866;2;3;1;139;2021-08-25 09:36:24;"Bew.werk FO Diag_Relais STO";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400276,8866;2;3;1;138;2021-08-25 09:36:24;"Bew.werk FO Diag_Hoofdrelais";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400276,8866;2;3;1;187;2021-08-25 09:36:24;"SVS (3) Diag_UitRood";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400276,8866;2;6;1;128;2021-08-25 09:36:24;"Bew.werk Diag_Volgordefout";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400276,8866;2;3;1;156;2021-08-25 09:36:24;"Encoder Diag_Enc_Fout";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400276,8866;2;6;1;157;2021-08-25 09:36:24;"Encoder Diag_Enc_DraaitNiet";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400276,8866;2;6;1;158;2021-08-25 09:36:24;"Encoder Diag_Enc_Draairichting";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400276,8866;2;6;1;76;2021-08-25 09:36:24;"ModeSel Diag_GeenVrijgaveBedienmode afstand brugpost";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400276,8981;2;3;1;159;2021-08-25 09:36:24;"Encoder Diag_Enc_Verschoven";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400286,8866;2;2;1;193;2021-08-25 09:36:25;"SVS (4) Diag_UitRood";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400286,8866;2;2;1;146;2021-08-25 09:36:25;"Rem Diag_WS";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400286,8866;2;2;1;150;2021-08-25 09:36:25;"Rem Diag_Relais";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400286,8866;2;2;1;181;2021-08-25 09:36:25;"SVS (2) Diag_UitRood";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400286,8866;2;2;1;175;2021-08-25 09:36:25;"SVS (1) Diag_UitRood";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400286,8981;2;2;1;107;2021-08-25 09:36:25;"Grendel inr. Diag_RelaisTerugtrekken";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400286,8981;2;2;1;108;2021-08-25 09:36:25;"Grendel inr. Diag_RelaisUitsteken";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400286,8981;2;2;1;103;2021-08-25 09:36:25;"Grendel inr. Diag_WS";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400286,8981;2;2;1;92;2021-08-25 09:36:25;"Kontrole inr. Diag_RelaisTerugtrekken";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400286,8981;2;2;1;93;2021-08-25 09:36:25;"Kontrole inr. Diag_RelaisUitsteken";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400286,8981;2;2;1;88;2021-08-25 09:36:25;"Kontrole inr. Diag_WS";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400286,8981;2;2;1;56;2021-08-25 09:36:25;"Relais hoofdstroom in (Smhs)";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400286,8981;2;2;1;139;2021-08-25 09:36:25;"Bew.werk FO Diag_Relais STO";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400286,8981;2;2;1;138;2021-08-25 09:36:25;"Bew.werk FO Diag_Hoofdrelais";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400286,8981;2;2;1;187;2021-08-25 09:36:25;"SVS (3) Diag_UitRood";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400286,8981;2;2;1;156;2021-08-25 09:36:25;"Encoder Diag_Enc_Fout";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433400321,6088;2;2;1;159;2021-08-25 09:36:28;"Encoder Diag_Enc_Verschoven";"HMI_Connection_HN_Lokaal";22;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433404720,3125;2;1;1;17;2021-08-25 09:42:48;"Beveiliging windmeter (Q14) aangesproken";"HMI_Connection_HN_Lokaal";17;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433404720,3125;2;1;1;76;2021-08-25 09:42:48;"ModeSel Diag_GeenVrijgaveBedienmode afstand brugpost";"HMI_Connection_HN_Lokaal";17;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433405090,7292;2;0;1;17;2021-08-25 09:43:20;"Beveiliging windmeter (Q14) aangesproken";"HMI_Connection_HN_Lokaal";17;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433405090,7407;2;0;1;76;2021-08-25 09:43:20;"ModeSel Diag_GeenVrijgaveBedienmode afstand brugpost";"HMI_Connection_HN_Lokaal";17;0;16;0;10;2;4;17,8;0,9;172;0;0;10253;83;0;0;0
44433430443,9005;2;6;1;17;2021-08-25 10:19:50;"Beveiliging windmeter (Q14) aangesproken";"HMI_Connection_HN_Lokaal";0;0;16;16;340;2;5;19,2;0,9;216;0;0;10249;70;0;0;0
44433430443,9005;2;6;1;76;2021-08-25 10:19:50;"ModeSel Diag_GeenVrijgaveBedienmode afstand brugpost";"HMI_Connection_HN_Lokaal";0;0;16;0;340;2;5;19,2;0,9;216;0;0;10249;70;0;0;0
44433554799,4792;2;1;1;17;2021-08-25 13:18:55;"Beveiliging windmeter (Q14) aangesproken";"HMI_Connection_HN_Lokaal";9;0;17;49;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433554799,4792;2;1;1;76;2021-08-25 13:18:55;"ModeSel Diag_GeenVrijgaveBedienmode afstand brugpost";"HMI_Connection_HN_Lokaal";9;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433554961,5162;2;0;1;17;2021-08-25 13:19:09;"Beveiliging windmeter (Q14) aangesproken";"HMI_Connection_HN_Lokaal";9;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433554961,5162;2;0;1;76;2021-08-25 13:19:09;"ModeSel Diag_GeenVrijgaveBedienmode afstand brugpost";"HMI_Connection_HN_Lokaal";9;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433566275,7986;2;6;1;17;2021-08-25 13:35:26;"Beveiliging windmeter (Q14) aangesproken";"HMI_Connection_HN_Lokaal";3;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433566275,7986;2;6;1;76;2021-08-25 13:35:26;"ModeSel Diag_GeenVrijgaveBedienmode afstand brugpost";"HMI_Connection_HN_Lokaal";3;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433576965,7986;2;1;1;10;2021-08-25 13:50:50;"Beveiliging stilstands-verwarming (F18) aangesproken";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433576965,7986;2;1;1;76;2021-08-25 13:50:50;"ModeSel Diag_GeenVrijgaveBedienmode afstand brugpost";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433576965,7986;2;1;1;141;2021-08-25 13:50:50;"Bew.werk FO Diag_Clixon";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433576965,7986;2;1;1;142;2021-08-25 13:50:50;"Bew.werk FO Diag_MotorTempHoog";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433577069,6991;2;0;1;10;2021-08-25 13:50:59;"Beveiliging stilstands-verwarming (F18) aangesproken";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433577069,6991;2;0;1;76;2021-08-25 13:50:59;"ModeSel Diag_GeenVrijgaveBedienmode afstand brugpost";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8588;2;1;1;193;2021-08-25 13:52:24;"SVS (4) Diag_UitRood";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8704;2;1;1;25;2021-08-25 13:52:24;"Storing Failsafe ingangskaart 132P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8704;2;1;1;26;2021-08-25 13:52:24;"Storing Failsafe ingangskaart 136P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8704;2;1;1;27;2021-08-25 13:52:24;"Storing Failsafe ingangskaart 140P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8704;2;1;1;28;2021-08-25 13:52:24;"Storing Failsafe ingangskaart 144P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8704;2;1;1;29;2021-08-25 13:52:24;"Storing Failsafe ingangskaart 148P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8704;2;1;1;30;2021-08-25 13:52:24;"Storing Failsafe ingangskaart 152P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8704;2;1;1;31;2021-08-25 13:52:24;"Storing Failsafe uitgangskaart 164P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8704;2;1;1;17;2021-08-25 13:52:24;"Beveiliging windmeter (Q14) aangesproken";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8704;2;1;1;2;2021-08-25 13:52:24;"Veiligheids-PLC opnieuw opgestart (net terugkomst)";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8704;2;1;1;146;2021-08-25 13:52:24;"Rem Diag_WS";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8704;2;1;1;150;2021-08-25 13:52:24;"Rem Diag_Relais";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8704;2;1;1;203;2021-08-25 13:52:24;"Bedieningsleutel (Bsl) uitgeschakeld";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8704;2;1;1;181;2021-08-25 13:52:24;"SVS (2) Diag_UitRood";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8704;2;1;1;175;2021-08-25 13:52:24;"SVS (1) Diag_UitRood";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8704;2;1;1;68;2021-08-25 13:52:24;"Sleutelschakelaar bediening in (Bsl) ongelijke werking contacten";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8704;2;1;1;73;2021-08-25 13:52:24;"ModeSel Diag_GeenAlgemeneVrijgave";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8704;2;1;1;62;2021-08-25 13:52:24;"Keuzeschakelaar (Sap) Diag_Multischakelaar";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8704;2;1;1;66;2021-08-25 13:52:24;"Sleutelschakelaar stuurstroom in (Ssl) ongelijke werking contacten";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8819;2;1;1;107;2021-08-25 13:52:24;"Grendel inr. Diag_RelaisTerugtrekken";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8819;2;1;1;108;2021-08-25 13:52:24;"Grendel inr. Diag_RelaisUitsteken";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8819;2;1;1;103;2021-08-25 13:52:24;"Grendel inr. Diag_WS";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8819;2;1;1;92;2021-08-25 13:52:24;"Kontrole inr. Diag_RelaisTerugtrekken";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8819;2;1;1;93;2021-08-25 13:52:24;"Kontrole inr. Diag_RelaisUitsteken";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8819;2;1;1;88;2021-08-25 13:52:24;"Kontrole inr. Diag_WS";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8819;2;1;1;52;2021-08-25 13:52:24;"Noodstop ingedrukt op afstand brugpost paneel (Dnst3)";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8819;2;1;1;53;2021-08-25 13:52:24;"Ongelijke werking contacten noodstop afstand brugpost (Dnst3)";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8819;2;1;1;54;2021-08-25 13:52:24;"Noodstop ingedrukt op plaatselijk noodbediening paneel (Dnst4)";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8819;2;1;1;55;2021-08-25 13:52:24;"Ongelijke werking contacten noodstop plaatselijk noodbediening (Dnst4)";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8819;2;1;1;56;2021-08-25 13:52:24;"Relais hoofdstroom in (Smhs)";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8819;2;1;1;57;2021-08-25 13:52:24;"Hoofdstroom hoofbedrijf inschakelen niet mogelijk (Smhsn)";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8819;2;1;1;58;2021-08-25 13:52:24;"Hoofdstroom hoofbedrijf inschakelen niet mogelijk (Sekno)";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8819;2;1;1;44;2021-08-25 13:52:24;"Noodstop ingedrukt op plaatselijk SvS paneel (Dnst1)";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8819;2;1;1;45;2021-08-25 13:52:24;"Ongelijke werking contacten noodstop plaatselijk SvS (Dnst1)";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8819;2;1;1;47;2021-08-25 13:52:24;"Ongelijke werking contacten noodstop SvS bedraad (Dnst2-1)";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8819;2;1;1;49;2021-08-25 13:52:24;"Ongelijke werking contacten noodstop SvS bedraad (Dnst2-2)";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8819;2;1;1;51;2021-08-25 13:52:24;"Ongelijke werking contacten noodstop SvS bedraad (Dnst2-3)";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8819;2;1;1;139;2021-08-25 13:52:24;"Bew.werk FO Diag_Relais STO";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8819;2;0;1;141;2021-08-25 13:52:24;"Bew.werk FO Diag_Clixon";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8819;2;0;1;142;2021-08-25 13:52:24;"Bew.werk FO Diag_MotorTempHoog";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8819;2;1;1;138;2021-08-25 13:52:24;"Bew.werk FO Diag_Hoofdrelais";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8819;2;1;1;187;2021-08-25 13:52:24;"SVS (3) Diag_UitRood";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8819;2;1;1;128;2021-08-25 13:52:24;"Bew.werk Diag_Volgordefout";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8819;2;1;1;156;2021-08-25 13:52:24;"Encoder Diag_Enc_Fout";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8819;2;1;1;157;2021-08-25 13:52:24;"Encoder Diag_Enc_DraaitNiet";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578052,8819;2;1;1;158;2021-08-25 13:52:24;"Encoder Diag_Enc_Draairichting";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578064,3981;2;0;1;25;2021-08-25 13:52:25;"Storing Failsafe ingangskaart 132P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578064,3981;2;0;1;26;2021-08-25 13:52:25;"Storing Failsafe ingangskaart 136P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578064,3981;2;0;1;27;2021-08-25 13:52:25;"Storing Failsafe ingangskaart 140P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578064,3981;2;0;1;28;2021-08-25 13:52:25;"Storing Failsafe ingangskaart 144P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578064,3981;2;0;1;29;2021-08-25 13:52:25;"Storing Failsafe ingangskaart 148P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578064,3981;2;0;1;30;2021-08-25 13:52:25;"Storing Failsafe ingangskaart 152P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578064,3981;2;0;1;31;2021-08-25 13:52:25;"Storing Failsafe uitgangskaart 164P1 (Rackx Slotx)";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578064,4097;2;0;1;17;2021-08-25 13:52:25;"Beveiliging windmeter (Q14) aangesproken";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578064,4097;2;0;1;203;2021-08-25 13:52:25;"Bedieningsleutel (Bsl) uitgeschakeld";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578064,4097;2;0;1;68;2021-08-25 13:52:25;"Sleutelschakelaar bediening in (Bsl) ongelijke werking contacten";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578064,4097;2;0;1;73;2021-08-25 13:52:25;"ModeSel Diag_GeenAlgemeneVrijgave";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578064,4097;2;0;1;62;2021-08-25 13:52:25;"Keuzeschakelaar (Sap) Diag_Multischakelaar";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578064,4097;2;0;1;66;2021-08-25 13:52:25;"Sleutelschakelaar stuurstroom in (Ssl) ongelijke werking contacten";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578064,4097;2;0;1;52;2021-08-25 13:52:25;"Noodstop ingedrukt op afstand brugpost paneel (Dnst3)";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578064,4097;2;0;1;53;2021-08-25 13:52:25;"Ongelijke werking contacten noodstop afstand brugpost (Dnst3)";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578064,4097;2;0;1;54;2021-08-25 13:52:25;"Noodstop ingedrukt op plaatselijk noodbediening paneel (Dnst4)";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578064,4097;2;0;1;55;2021-08-25 13:52:25;"Ongelijke werking contacten noodstop plaatselijk noodbediening (Dnst4)";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578064,4097;2;0;1;57;2021-08-25 13:52:25;"Hoofdstroom hoofbedrijf inschakelen niet mogelijk (Smhsn)";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578064,4097;2;0;1;58;2021-08-25 13:52:25;"Hoofdstroom hoofbedrijf inschakelen niet mogelijk (Sekno)";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
44433578064,4097;2;0;1;44;2021-08-25 13:52:25;"Noodstop ingedrukt op plaatselijk SvS paneel (Dnst1)";"HMI_Connection_HN_Lokaal";-5;0;17;0;330;4;7;19,9;1;285;0;0;10234;64;0;0;0
